mode,date,tap,time,count
bus,20201120,off,13:15,7167
bus,20201120,off,13:30,7241
bus,20201120,off,13:45,7342
bus,20201120,off,14:00,7241
bus,20201120,off,14:15,7935
bus,20201120,off,14:30,8457
bus,20201120,off,14:45,9385
bus,20201120,off,15:00,10609
bus,20201120,off,15:15,12833
bus,20201120,off,15:30,14012
bus,20201120,off,15:45,13746
bus,20201120,off,16:00,13022
bus,20201120,off,16:15,11800
bus,20201120,off,16:30,11646
bus,20201120,off,16:45,11180
bus,20201120,off,17:00,10957
bus,20201120,off,17:15,11175
bus,20201120,off,17:30,11398
bus,20201120,off,17:45,11480
bus,20201120,off,18:00,10454
bus,20201120,off,18:15,10011
bus,20201120,off,18:30,8695
bus,20201120,off,18:45,7509
bus,20201120,off,19:00,6017
bus,20201120,off,19:15,5286
bus,20201120,off,19:30,4442
bus,20201120,off,19:45,3783
bus,20201120,off,20:00,3507
bus,20201120,off,20:15,3264
bus,20201120,off,20:30,2995
bus,20201120,off,20:45,2683
bus,20201120,off,21:00,2544
bus,20201120,off,21:15,2520
bus,20201120,off,21:30,2560
bus,20201120,off,21:45,2199
bus,20201120,off,22:00,1969
bus,20201120,off,22:15,2159
bus,20201120,off,22:30,2035
bus,20201120,off,22:45,1864
bus,20201120,off,23:00,1633
bus,20201120,off,23:15,1375
bus,20201120,off,23:30,1179
bus,20201120,off,23:45,1035
bus,20201120,on,00:00,436
bus,20201120,on,00:15,334
bus,20201120,on,00:30,268
bus,20201120,on,00:45,238
bus,20201120,on,01:00,215
bus,20201120,on,01:15,178
bus,20201120,on,01:30,224
bus,20201120,on,01:45,142
bus,20201120,on,02:00,167
bus,20201120,on,02:15,144
bus,20201120,on,02:30,173
bus,20201120,on,02:45,119
bus,20201120,on,03:00,138
bus,20201120,on,03:15,109
bus,20201120,on,03:30,171
bus,20201120,on,03:45,158
bus,20201120,on,04:00,180
bus,20201120,on,04:15,185
bus,20201120,on,04:30,404
bus,20201120,on,04:45,687
bus,20201120,on,05:00,1137
